Server Type,Storage Type,Response Type,Test Name,Custom,Req/Connections,Connections,Completed,Failed,Total Time (s),Total transferred (bytes),req/sec,msec/req,msec/req concurrent,KB/sec,Connect mean (ms),Connect std (ms),Processing mean (ms),Processing std (ms),Waiting mean (ms),Waiting std (ms),Total mean (ms),Total std (ms),URL
m1.xlarge,local,Text,Weighted Overlay,256x256,500,20,500,447,3.64,53434,137.35,145.617,7.281,14.33,0,0.2,143,23.1,143,23.1,144,23,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/false
m1.xlarge,local,Text,Weighted Overlay,1408x1408,500,20,500,446,77.79,54433,6.43,3111.587,155.579,0.68,0,0.1,3071,335.9,3071,335.9,3071,335.8,http://localhost:8000/wo/local_rast1-med/local_rast2-med/3/7/false
m1.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,23.2,18210500,21.55,927.991,46.4,766.55,0,0.2,916,89.2,916,89.2,916,89.1,http://localhost:8000/hillshade-con/cache_rast1-small/5/true
m1.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,20.617,17181500,24.25,824.697,41.235,813.82,0,0.1,813,97.2,812,97.2,813,97.1,http://localhost:8000/hillshade/cache_rast1-small/5/true
m1.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,23.249,18210500,21.51,929.953,46.498,764.93,0,0.1,918,87.3,918,87.3,918,87.2,http://localhost:8000/hillshade-con/local_rast1-small/5/true
m1.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,20.721,17181500,24.13,828.858,41.443,809.73,0,0.2,818,96.2,817,96.2,818,96.1,http://localhost:8000/hillshade/local_rast1-small/5/true
m1.xlarge,cache,PNG,Weighted Overlay,256x256,500,20,500,0,3.615,19848500,138.31,144.602,7.23,5361.84,0,0.1,143,23,142,23,143,23,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
m1.xlarge,cache,Text,Weighted Overlay,256x256,500,20,500,460,3.592,53449,139.2,143.673,7.184,14.53,0,0.2,141,22.1,141,22.1,142,22.1,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
m1.xlarge,cache,Text,Weighted Overlay,1408x1408,500,20,500,53,77.694,54441,6.44,3107.754,155.388,0.68,0,0.3,3069,346.4,3069,346.4,3069,346.2,http://localhost:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
m1.xlarge,local,PNG,Weighted Overlay,256x256,500,20,500,0,3.689,19848500,135.55,147.543,7.377,5254.95,0,0.1,145,21.6,145,21.6,145,21.5,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/true
m1.xlarge,local,Text,Weighted Overlay,256x256,500,20,500,62,3.693,53456,135.41,147.702,7.385,14.14,0,0.1,146,24.2,146,24.2,146,24.1,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/false
m1.xlarge,local,Text,Weighted Overlay,1408x1408,500,20,500,447,77.922,54428,6.42,3116.865,155.843,0.68,0,0.2,3081,316.2,3081,316.3,3081,316.1,http://localhost:8000/wo/local_rast1-med/local_rast2-med/3/7/false
m1.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,23.164,18210500,21.59,926.543,46.327,767.74,0,0.2,915,86.6,914,86.6,915,86.5,http://localhost:8000/hillshade-con/cache_rast1-small/5/true
